2025-07-01 11:29:04,382 - Rank 2 - daniel - Generando terreno: 15x80 celdas
2025-07-01 11:29:04,399 - Rank 2 - daniel - Terreno generado exitosamente
2025-07-01 11:29:04,399 - Rank 2 - daniel - Inicializados 2 focos de incendio
2025-07-01 11:31:11,815 - Rank 2 - daniel - Paso 0: 2 nuevos fuegos, 6 extinguidos
2025-07-01 11:31:17,730 - Rank 2 - daniel - Paso 0: 2 nuevos fuegos, 2 extinguidos
2025-07-01 11:31:23,786 - Rank 2 - daniel - Paso 0: 2 nuevos fuegos, 5 extinguidos
2025-07-01 11:31:29,851 - Rank 2 - daniel - Paso 0: 3 nuevos fuegos, 1 extinguidos
2025-07-01 11:31:35,957 - Rank 2 - daniel - Paso 0: 1 nuevos fuegos, 0 extinguidos
2025-07-01 11:31:42,110 - Rank 2 - daniel - Paso 0: 6 nuevos fuegos, 3 extinguidos
2025-07-01 11:31:48,434 - Rank 2 - daniel - Paso 0: 2 nuevos fuegos, 2 extinguidos
2025-07-01 11:31:54,772 - Rank 2 - daniel - Paso 0: 5 nuevos fuegos, 4 extinguidos
2025-07-01 11:32:00,857 - Rank 2 - daniel - Paso 0: 2 nuevos fuegos, 4 extinguidos
2025-07-01 11:32:07,244 - Rank 2 - daniel - Paso 0: 4 nuevos fuegos, 3 extinguidos
2025-07-01 11:32:13,536 - Rank 2 - daniel - Paso 0: 6 nuevos fuegos, 2 extinguidos
2025-07-01 11:32:19,777 - Rank 2 - daniel - Paso 0: 5 nuevos fuegos, 7 extinguidos
2025-07-01 11:32:26,020 - Rank 2 - daniel - Paso 0: 4 nuevos fuegos, 6 extinguidos
2025-07-01 11:32:32,168 - Rank 2 - daniel - Paso 0: 3 nuevos fuegos, 5 extinguidos
2025-07-01 11:32:39,368 - Rank 2 - daniel - Paso 0: 2 nuevos fuegos, 4 extinguidos
2025-07-01 11:32:46,152 - Rank 2 - daniel - Paso 0: 4 nuevos fuegos, 3 extinguidos
2025-07-01 11:32:52,969 - Rank 2 - daniel - Paso 0: 6 nuevos fuegos, 5 extinguidos
2025-07-01 11:32:59,827 - Rank 2 - daniel - Paso 0: 6 nuevos fuegos, 3 extinguidos
2025-07-01 11:33:06,209 - Rank 2 - daniel - Paso 0: 4 nuevos fuegos, 3 extinguidos
2025-07-01 11:33:13,006 - Rank 2 - daniel - Paso 0: 5 nuevos fuegos, 4 extinguidos
2025-07-01 11:33:19,331 - Rank 2 - daniel - Paso 0: 5 nuevos fuegos, 6 extinguidos
2025-07-01 11:33:26,797 - Rank 2 - daniel - Paso 0: 8 nuevos fuegos, 6 extinguidos
2025-07-01 11:33:29,924 - Rank 2 - daniel - Paso 0: 4 nuevos fuegos, 5 extinguidos
2025-07-01 11:33:33,185 - Rank 2 - daniel - Paso 0: 6 nuevos fuegos, 3 extinguidos
2025-07-01 11:33:36,318 - Rank 2 - daniel - Paso 0: 5 nuevos fuegos, 6 extinguidos
2025-07-01 11:33:39,659 - Rank 2 - daniel - Paso 0: 4 nuevos fuegos, 5 extinguidos
2025-07-01 11:33:42,948 - Rank 2 - daniel - Paso 0: 2 nuevos fuegos, 2 extinguidos
2025-07-01 11:33:46,224 - Rank 2 - daniel - Paso 0: 0 nuevos fuegos, 5 extinguidos
2025-07-01 11:33:49,269 - Rank 2 - daniel - Paso 0: 5 nuevos fuegos, 9 extinguidos
2025-07-01 11:33:52,234 - Rank 2 - daniel - Paso 0: 1 nuevos fuegos, 5 extinguidos
2025-07-01 11:33:55,292 - Rank 2 - daniel - Paso 0: 2 nuevos fuegos, 5 extinguidos
2025-07-01 11:33:58,216 - Rank 2 - daniel - Paso 0: 4 nuevos fuegos, 1 extinguidos
2025-07-01 11:34:00,898 - Rank 2 - daniel - Paso 0: 1 nuevos fuegos, 2 extinguidos
2025-07-01 11:34:03,948 - Rank 2 - daniel - Paso 0: 2 nuevos fuegos, 1 extinguidos
2025-07-01 11:34:07,041 - Rank 2 - daniel - Paso 0: 3 nuevos fuegos, 3 extinguidos
2025-07-01 11:34:10,622 - Rank 2 - daniel - Paso 0: 3 nuevos fuegos, 2 extinguidos
2025-07-01 11:34:13,831 - Rank 2 - daniel - Paso 0: 2 nuevos fuegos, 3 extinguidos
2025-07-01 11:34:20,002 - Rank 2 - daniel - Paso 0: 4 nuevos fuegos, 5 extinguidos
2025-07-01 11:34:27,391 - Rank 2 - daniel - Paso 0: 4 nuevos fuegos, 2 extinguidos
2025-07-01 11:34:33,382 - Rank 2 - daniel - Paso 0: 3 nuevos fuegos, 3 extinguidos
2025-07-01 11:34:39,304 - Rank 2 - daniel - Paso 0: 4 nuevos fuegos, 4 extinguidos
2025-07-01 11:34:45,301 - Rank 2 - daniel - Paso 0: 5 nuevos fuegos, 1 extinguidos
2025-07-01 11:34:52,524 - Rank 2 - daniel - Paso 0: 11 nuevos fuegos, 3 extinguidos
2025-07-01 11:34:58,400 - Rank 2 - daniel - Paso 0: 6 nuevos fuegos, 5 extinguidos
2025-07-01 11:35:04,428 - Rank 2 - daniel - Paso 0: 5 nuevos fuegos, 4 extinguidos
2025-07-01 11:35:10,674 - Rank 2 - daniel - Paso 0: 4 nuevos fuegos, 4 extinguidos
2025-07-01 11:35:16,794 - Rank 2 - daniel - Paso 0: 9 nuevos fuegos, 5 extinguidos
2025-07-01 11:35:22,986 - Rank 2 - daniel - Paso 0: 4 nuevos fuegos, 6 extinguidos
2025-07-01 11:35:29,297 - Rank 2 - daniel - Paso 0: 6 nuevos fuegos, 3 extinguidos
2025-07-01 11:35:35,254 - Rank 2 - daniel - Paso 0: 9 nuevos fuegos, 6 extinguidos
2025-07-01 11:35:41,358 - Rank 2 - daniel - Paso 0: 5 nuevos fuegos, 9 extinguidos
2025-07-01 11:35:47,291 - Rank 2 - daniel - Paso 0: 3 nuevos fuegos, 5 extinguidos
2025-07-01 11:35:53,222 - Rank 2 - daniel - Paso 0: 2 nuevos fuegos, 5 extinguidos
2025-07-01 11:35:59,322 - Rank 2 - daniel - Paso 0: 2 nuevos fuegos, 4 extinguidos
2025-07-01 11:36:05,393 - Rank 2 - daniel - Paso 0: 5 nuevos fuegos, 2 extinguidos
2025-07-01 11:36:11,233 - Rank 2 - daniel - Paso 0: 2 nuevos fuegos, 4 extinguidos
2025-07-01 11:36:16,961 - Rank 2 - daniel - Paso 0: 6 nuevos fuegos, 5 extinguidos
2025-07-01 11:36:23,359 - Rank 2 - daniel - Paso 0: 4 nuevos fuegos, 5 extinguidos
2025-07-01 11:36:29,358 - Rank 2 - daniel - Paso 0: 2 nuevos fuegos, 5 extinguidos
2025-07-01 11:36:35,437 - Rank 2 - daniel - Paso 0: 3 nuevos fuegos, 2 extinguidos
2025-07-01 11:36:41,594 - Rank 2 - daniel - Paso 0: 4 nuevos fuegos, 5 extinguidos
2025-07-01 11:36:47,411 - Rank 2 - daniel - Paso 0: 2 nuevos fuegos, 3 extinguidos
2025-07-01 11:36:53,308 - Rank 2 - daniel - Paso 0: 4 nuevos fuegos, 1 extinguidos
2025-07-01 11:36:59,277 - Rank 2 - daniel - Paso 0: 0 nuevos fuegos, 7 extinguidos
2025-07-01 11:37:05,306 - Rank 2 - daniel - Paso 0: 3 nuevos fuegos, 7 extinguidos
2025-07-01 11:37:11,413 - Rank 2 - daniel - Paso 0: 2 nuevos fuegos, 1 extinguidos
2025-07-01 11:37:17,218 - Rank 2 - daniel - Paso 0: 0 nuevos fuegos, 2 extinguidos
2025-07-01 11:37:23,092 - Rank 2 - daniel - Paso 0: 0 nuevos fuegos, 4 extinguidos
2025-07-01 11:37:28,937 - Rank 2 - daniel - Paso 0: 1 nuevos fuegos, 2 extinguidos
2025-07-01 11:37:34,873 - Rank 2 - daniel - Paso 0: 2 nuevos fuegos, 4 extinguidos
2025-07-01 11:37:41,043 - Rank 2 - daniel - Paso 0: 1 nuevos fuegos, 2 extinguidos
2025-07-01 11:37:47,275 - Rank 2 - daniel - Paso 0: 0 nuevos fuegos, 3 extinguidos
2025-07-01 11:37:53,187 - Rank 2 - daniel - Paso 0: 2 nuevos fuegos, 2 extinguidos
2025-07-01 11:37:59,072 - Rank 2 - daniel - Paso 0: 2 nuevos fuegos, 0 extinguidos
2025-07-01 11:38:05,222 - Rank 2 - daniel - Paso 0: 4 nuevos fuegos, 1 extinguidos
2025-07-01 11:38:11,057 - Rank 2 - daniel - Paso 0: 3 nuevos fuegos, 4 extinguidos
2025-07-01 11:38:16,904 - Rank 2 - daniel - Paso 0: 3 nuevos fuegos, 3 extinguidos
2025-07-01 11:38:22,993 - Rank 2 - daniel - Paso 0: 5 nuevos fuegos, 6 extinguidos
2025-07-01 11:38:28,979 - Rank 2 - daniel - Paso 0: 1 nuevos fuegos, 4 extinguidos
2025-07-01 11:38:35,056 - Rank 2 - daniel - Paso 0: 2 nuevos fuegos, 2 extinguidos
2025-07-01 11:38:40,845 - Rank 2 - daniel - Paso 0: 9 nuevos fuegos, 1 extinguidos
2025-07-01 11:38:46,842 - Rank 2 - daniel - Paso 0: 1 nuevos fuegos, 4 extinguidos
2025-07-01 11:38:52,771 - Rank 2 - daniel - Paso 0: 3 nuevos fuegos, 1 extinguidos
2025-07-01 11:38:58,582 - Rank 2 - daniel - Paso 0: 1 nuevos fuegos, 1 extinguidos
2025-07-01 11:39:04,656 - Rank 2 - daniel - Paso 0: 4 nuevos fuegos, 1 extinguidos
2025-07-01 11:39:10,824 - Rank 2 - daniel - Paso 0: 4 nuevos fuegos, 1 extinguidos
2025-07-01 11:39:16,850 - Rank 2 - daniel - Paso 0: 4 nuevos fuegos, 0 extinguidos
2025-07-01 11:39:22,986 - Rank 2 - daniel - Paso 0: 5 nuevos fuegos, 3 extinguidos
2025-07-01 11:39:29,205 - Rank 2 - daniel - Paso 0: 6 nuevos fuegos, 2 extinguidos
2025-07-01 11:39:35,295 - Rank 2 - daniel - Paso 0: 6 nuevos fuegos, 8 extinguidos
2025-07-01 11:39:41,434 - Rank 2 - daniel - Paso 0: 6 nuevos fuegos, 3 extinguidos
2025-07-01 11:39:47,660 - Rank 2 - daniel - Paso 0: 2 nuevos fuegos, 6 extinguidos
2025-07-01 11:39:53,703 - Rank 2 - daniel - Paso 0: 4 nuevos fuegos, 4 extinguidos
2025-07-01 11:39:59,892 - Rank 2 - daniel - Paso 0: 2 nuevos fuegos, 4 extinguidos
2025-07-01 11:40:06,316 - Rank 2 - daniel - Paso 0: 2 nuevos fuegos, 5 extinguidos
2025-07-01 11:40:12,604 - Rank 2 - daniel - Paso 0: 2 nuevos fuegos, 0 extinguidos
2025-07-01 11:40:19,042 - Rank 2 - daniel - Paso 0: 4 nuevos fuegos, 1 extinguidos
2025-07-01 11:40:25,038 - Rank 2 - daniel - Paso 0: 1 nuevos fuegos, 5 extinguidos
2025-07-01 11:40:31,138 - Rank 2 - daniel - Paso 0: 3 nuevos fuegos, 3 extinguidos
2025-07-01 11:40:37,269 - Rank 2 - daniel - Paso 0: 1 nuevos fuegos, 4 extinguidos
2025-07-01 11:40:43,257 - Rank 2 - daniel - Paso 0: 5 nuevos fuegos, 2 extinguidos
2025-07-01 11:40:49,576 - Rank 2 - daniel - Paso 0: 4 nuevos fuegos, 5 extinguidos
2025-07-01 11:40:56,013 - Rank 2 - daniel - Paso 0: 4 nuevos fuegos, 1 extinguidos
2025-07-01 11:41:02,621 - Rank 2 - daniel - Paso 0: 2 nuevos fuegos, 2 extinguidos
2025-07-01 11:41:09,130 - Rank 2 - daniel - Paso 0: 3 nuevos fuegos, 4 extinguidos
2025-07-01 11:41:15,506 - Rank 2 - daniel - Paso 0: 1 nuevos fuegos, 2 extinguidos
2025-07-01 11:41:21,691 - Rank 2 - daniel - Paso 0: 4 nuevos fuegos, 4 extinguidos
2025-07-01 11:41:27,897 - Rank 2 - daniel - Paso 0: 4 nuevos fuegos, 4 extinguidos
2025-07-01 11:41:34,046 - Rank 2 - daniel - Paso 0: 5 nuevos fuegos, 7 extinguidos
2025-07-01 11:41:40,532 - Rank 2 - daniel - Paso 0: 5 nuevos fuegos, 4 extinguidos
2025-07-01 11:41:47,091 - Rank 2 - daniel - Paso 0: 3 nuevos fuegos, 4 extinguidos
2025-07-01 11:41:53,558 - Rank 2 - daniel - Paso 0: 2 nuevos fuegos, 5 extinguidos
2025-07-01 11:41:59,972 - Rank 2 - daniel - Paso 0: 0 nuevos fuegos, 3 extinguidos
2025-07-01 11:42:06,056 - Rank 2 - daniel - Paso 0: 3 nuevos fuegos, 5 extinguidos
2025-07-01 11:42:08,982 - Rank 2 - daniel - Paso 0: 1 nuevos fuegos, 4 extinguidos
